id,person_id,total_cases,resolved_cases,unresolved_cases,favorable_cases,unfavorable_cases,mixed_cases,case_outcome,last_updated,created_at
3588,42810,1,0,1,0,1,0,Mixed,2025-09-15 08:57:04+00:00,2025-09-13 12:43:43+00:00
3589,42811,1,0,1,0,1,0,Mixed,2025-09-15 08:57:04+00:00,2025-09-13 12:43:43+00:00
3590,42812,1,0,1,0,1,0,Mixed,2025-09-15 08:57:04+00:00,2025-09-13 12:43:43+00:00
3591,42813,1,0,1,0,0,0,N/A,2025-09-13 12:53:57+00:00,2025-09-13 12:43:43+00:00
3592,42814,1,0,1,0,1,0,Mixed,2025-09-15 08:57:05+00:00,2025-09-13 12:43:43+00:00
3593,42815,2,0,2,0,2,0,Mixed,2025-09-15 08:57:05+00:00,2025-09-13 12:43:43+00:00
3594,42816,1,0,1,0,1,0,Mixed,2025-09-15 08:57:05+00:00,2025-09-13 12:43:43+00:00
3595,42817,1,0,1,0,1,0,Mixed,2025-09-15 08:57:05+00:00,2025-09-13 12:43:43+00:00
3596,42818,1,0,1,0,1,0,Mixed,2025-09-15 08:57:05+00:00,2025-09-13 12:43:43+00:00
3597,42819,1,0,1,0,1,0,Mixed,2025-09-15 08:57:05+00:00,2025-09-13 12:43:43+00:00
3598,42820,1,0,1,0,1,0,Mixed,2025-09-15 08:57:05+00:00,2025-09-13 12:43:43+00:00
3599,42821,1,0,1,0,1,0,Mixed,2025-09-15 08:57:06+00:00,2025-09-13 12:43:43+00:00
3600,42822,0,0,0,0,0,0,N/A,2025-09-13 12:53:58+00:00,2025-09-13 12:43:43+00:00
3601,42823,0,0,0,0,0,0,N/A,2025-09-13 12:53:58+00:00,2025-09-13 12:43:43+00:00
3602,42824,5,1,4,0,0,1,Mixed,2025-09-13 12:53:58+00:00,2025-09-13 12:43:43+00:00
3603,42825,1,0,1,0,1,0,Mixed,2025-09-15 08:57:06+00:00,2025-09-13 12:43:43+00:00
3604,42826,3,0,3,0,3,0,Mixed,2025-09-15 08:57:06+00:00,2025-09-13 12:43:43+00:00
3605,42827,1,0,1,0,1,0,Mixed,2025-09-15 08:57:06+00:00,2025-09-13 12:43:43+00:00
3606,42828,5,0,5,0,0,0,N/A,2025-09-13 12:53:59+00:00,2025-09-13 12:43:43+00:00
3607,42829,1,0,1,0,1,0,Mixed,2025-09-15 08:57:07+00:00,2025-09-13 12:43:43+00:00
3608,42830,1,1,0,0,1,0,Unfavorable,2025-09-13 12:53:59+00:00,2025-09-13 12:43:43+00:00
3609,42831,0,0,0,0,0,0,N/A,2025-09-13 12:53:59+00:00,2025-09-13 12:43:43+00:00
3610,42832,1,0,1,0,0,0,N/A,2025-09-13 12:53:59+00:00,2025-09-13 12:43:43+00:00
3611,42833,1,0,1,0,1,0,Mixed,2025-09-15 08:57:07+00:00,2025-09-13 12:43:43+00:00
3612,42834,2,0,2,0,0,0,N/A,2025-09-13 12:54:00+00:00,2025-09-13 12:43:43+00:00
3613,42835,1,0,1,0,1,0,Mixed,2025-09-15 08:57:07+00:00,2025-09-13 12:43:43+00:00
3614,42836,0,0,0,0,0,0,N/A,2025-09-13 12:54:00+00:00,2025-09-13 12:43:43+00:00
3615,42837,1,0,1,0,1,0,Mixed,2025-09-15 08:57:08+00:00,2025-09-13 12:43:43+00:00
3616,42838,0,0,0,0,0,0,N/A,2025-09-13 12:54:00+00:00,2025-09-13 12:43:43+00:00
3617,42839,2,0,2,0,2,0,Mixed,2025-09-15 08:57:08+00:00,2025-09-13 12:43:43+00:00
3618,42840,4,0,4,0,4,0,Mixed,2025-09-15 08:57:08+00:00,2025-09-13 12:43:43+00:00
3619,42841,2,1,1,1,0,0,Favorable,2025-09-13 12:54:01+00:00,2025-09-13 12:43:43+00:00
3620,42842,1,0,1,0,0,0,N/A,2025-09-13 12:54:01+00:00,2025-09-13 12:43:43+00:00
3621,42843,1,0,1,0,1,0,Mixed,2025-09-15 08:57:08+00:00,2025-09-13 12:43:43+00:00
3622,42844,1,0,1,0,0,0,N/A,2025-09-13 12:54:01+00:00,2025-09-13 12:43:43+00:00
3623,42845,0,0,0,0,0,0,N/A,2025-09-13 12:54:01+00:00,2025-09-13 12:43:43+00:00
3624,42846,1,0,1,0,1,0,Mixed,2025-09-15 08:57:09+00:00,2025-09-13 12:43:43+00:00
3625,42847,1,0,1,0,1,0,Mixed,2025-09-15 08:57:09+00:00,2025-09-13 12:43:43+00:00
3626,42848,1,0,1,0,1,0,Mixed,2025-09-15 08:57:09+00:00,2025-09-13 12:43:43+00:00
3627,42849,2,2,0,2,0,0,Favorable,2025-09-13 12:54:02+00:00,2025-09-13 12:43:43+00:00
3628,42850,1,0,1,0,1,0,Mixed,2025-09-15 08:57:09+00:00,2025-09-13 12:43:43+00:00
3629,42851,1,0,1,0,0,0,N/A,2025-09-13 12:54:02+00:00,2025-09-13 12:43:43+00:00
3630,42852,3,0,3,0,3,0,Mixed,2025-09-15 08:57:10+00:00,2025-09-13 12:43:43+00:00
3631,42853,1,0,1,0,0,0,N/A,2025-09-13 12:54:03+00:00,2025-09-13 12:43:43+00:00
3632,42854,1,0,1,0,1,0,Mixed,2025-09-15 08:57:10+00:00,2025-09-13 12:43:43+00:00
3633,42855,0,0,0,0,0,0,N/A,2025-09-13 12:54:03+00:00,2025-09-13 12:43:43+00:00
3634,42856,1,0,1,0,1,0,Mixed,2025-09-15 08:57:10+00:00,2025-09-13 12:43:43+00:00
3635,42857,1,0,1,0,1,0,Mixed,2025-09-15 08:57:10+00:00,2025-09-13 12:43:43+00:00
3636,42858,34,11,23,6,4,1,Mixed,2025-09-13 12:54:04+00:00,2025-09-13 12:43:43+00:00
3637,42859,1,0,1,0,1,0,Mixed,2025-09-15 08:57:11+00:00,2025-09-13 12:43:43+00:00
3638,42860,1,0,1,0,1,0,Mixed,2025-09-15 08:57:11+00:00,2025-09-13 12:43:43+00:00
3639,42861,1,0,1,0,1,0,Mixed,2025-09-15 08:57:11+00:00,2025-09-13 12:43:43+00:00
3640,42862,1,1,0,1,0,0,Favorable,2025-09-13 12:54:04+00:00,2025-09-13 12:43:43+00:00
3641,42863,2,0,2,0,0,0,N/A,2025-09-13 12:54:04+00:00,2025-09-13 12:43:43+00:00
3642,42864,1,0,1,0,1,0,Mixed,2025-09-15 08:57:11+00:00,2025-09-13 12:43:43+00:00
3643,42865,1,0,1,0,1,0,Mixed,2025-09-15 08:57:11+00:00,2025-09-13 12:43:43+00:00
3644,42866,1,0,1,0,1,0,Mixed,2025-09-15 08:57:11+00:00,2025-09-13 12:43:43+00:00
3645,42867,1,0,1,0,1,0,Mixed,2025-09-15 08:57:12+00:00,2025-09-13 12:43:43+00:00
3646,42868,0,0,0,0,0,0,N/A,2025-09-13 12:54:05+00:00,2025-09-13 12:43:43+00:00
3647,42869,1,0,1,0,0,0,N/A,2025-09-13 12:54:05+00:00,2025-09-13 12:43:43+00:00
3648,42870,1,0,1,0,1,0,Mixed,2025-09-15 08:57:12+00:00,2025-09-13 12:43:43+00:00
3649,42871,0,0,0,0,0,0,N/A,2025-09-13 12:54:05+00:00,2025-09-13 12:43:43+00:00
3650,42872,1,0,1,0,1,0,Mixed,2025-09-15 08:57:12+00:00,2025-09-13 12:43:43+00:00
3651,42873,1,1,0,1,0,0,Mixed,2025-09-15 08:57:12+00:00,2025-09-13 12:43:43+00:00
3652,42874,2,0,2,0,2,0,Mixed,2025-09-15 08:57:12+00:00,2025-09-13 12:43:43+00:00
3653,42875,0,0,0,0,0,0,N/A,2025-09-13 12:54:06+00:00,2025-09-13 12:43:43+00:00
3654,42876,1,0,1,0,1,0,Mixed,2025-09-15 08:57:13+00:00,2025-09-13 12:43:43+00:00
3655,42877,1,0,1,0,1,0,Mixed,2025-09-15 08:57:13+00:00,2025-09-13 12:43:43+00:00
3656,42878,1,0,1,0,1,0,Mixed,2025-09-15 08:57:13+00:00,2025-09-13 12:43:43+00:00
3657,42879,4,0,4,0,4,0,Mixed,2025-09-15 08:57:13+00:00,2025-09-13 12:43:43+00:00
3658,42880,4,0,4,0,4,0,Mixed,2025-09-15 08:57:13+00:00,2025-09-13 12:43:43+00:00
3659,42881,1,1,0,0,1,0,Unfavorable,2025-09-13 12:54:07+00:00,2025-09-13 12:43:43+00:00
3660,42882,2,0,2,0,2,0,Mixed,2025-09-15 08:57:14+00:00,2025-09-13 12:43:43+00:00
3661,42883,1,1,0,1,0,0,Mixed,2025-09-15 08:57:14+00:00,2025-09-13 12:43:43+00:00
3662,42884,1,0,1,0,1,0,Mixed,2025-09-15 08:57:14+00:00,2025-09-13 12:43:43+00:00
3663,42885,2,1,1,1,0,0,Favorable,2025-09-13 12:54:07+00:00,2025-09-13 12:43:43+00:00
3664,42886,0,0,0,0,0,0,N/A,2025-09-13 12:54:07+00:00,2025-09-13 12:43:43+00:00
3665,42887,1,0,1,0,0,0,N/A,2025-09-13 12:54:07+00:00,2025-09-13 12:43:43+00:00
3666,42888,1,0,1,0,1,0,Mixed,2025-09-15 08:57:14+00:00,2025-09-13 12:43:43+00:00
3667,42889,0,0,0,0,0,0,N/A,2025-09-13 12:54:08+00:00,2025-09-13 12:43:43+00:00
3668,42890,1,1,0,1,0,0,Mixed,2025-09-15 08:57:15+00:00,2025-09-13 12:43:43+00:00
3669,42891,7,2,5,2,0,0,Favorable,2025-09-13 12:54:08+00:00,2025-09-13 12:43:43+00:00
3670,42892,6,0,6,0,6,0,Mixed,2025-09-15 08:57:15+00:00,2025-09-13 12:43:43+00:00
3671,42893,1,0,1,0,1,0,Mixed,2025-09-15 08:57:15+00:00,2025-09-13 12:43:43+00:00
3672,42894,1,1,0,1,0,0,Mixed,2025-09-15 08:57:15+00:00,2025-09-13 12:43:43+00:00
3673,42895,1,0,1,0,1,0,Mixed,2025-09-15 08:57:15+00:00,2025-09-13 12:43:43+00:00
3674,42896,1,0,1,0,1,0,Mixed,2025-09-15 08:57:15+00:00,2025-09-13 12:43:43+00:00
3675,42897,1,0,1,0,1,0,Mixed,2025-09-15 08:57:16+00:00,2025-09-13 12:43:43+00:00
3676,42898,1,0,1,0,1,0,Mixed,2025-09-15 08:57:16+00:00,2025-09-13 12:43:43+00:00
3677,42899,8,1,7,0,0,1,Mixed,2025-09-13 12:54:09+00:00,2025-09-13 12:43:43+00:00
3678,42900,3,0,3,0,3,0,Mixed,2025-09-15 08:57:16+00:00,2025-09-13 12:43:43+00:00
3679,42901,0,0,0,0,0,0,N/A,2025-09-13 12:54:09+00:00,2025-09-13 12:43:43+00:00
3680,42902,1,1,0,0,0,1,Mixed,2025-09-13 12:54:10+00:00,2025-09-13 12:43:43+00:00
3681,42903,3,1,2,1,0,0,Favorable,2025-09-13 12:54:10+00:00,2025-09-13 12:43:43+00:00
3682,42904,1,0,1,0,1,0,Mixed,2025-09-15 08:57:17+00:00,2025-09-13 12:43:43+00:00
3683,42905,1,0,1,0,1,0,Mixed,2025-09-15 08:57:17+00:00,2025-09-13 12:43:43+00:00
3684,42906,2,0,2,0,0,0,N/A,2025-09-13 12:54:10+00:00,2025-09-13 12:43:43+00:00
3685,42907,1,0,1,0,1,0,Mixed,2025-09-15 08:57:17+00:00,2025-09-13 12:43:43+00:00
3686,42908,0,0,0,0,0,0,N/A,2025-09-13 12:54:11+00:00,2025-09-13 12:43:43+00:00
3687,42909,8,1,7,0,1,0,Unfavorable,2025-09-13 12:54:11+00:00,2025-09-13 12:43:43+00:00
3688,42910,1,0,1,0,0,0,N/A,2025-09-13 12:54:11+00:00,2025-09-13 12:43:43+00:00
3689,42911,1,0,1,0,1,0,Mixed,2025-09-15 08:57:18+00:00,2025-09-13 12:43:43+00:00
3690,42912,2,0,2,0,2,0,Mixed,2025-09-15 08:57:18+00:00,2025-09-13 12:43:43+00:00
3691,42913,1,0,1,0,1,0,Mixed,2025-09-15 08:57:18+00:00,2025-09-13 12:43:43+00:00
3692,42914,1,0,1,0,1,0,Mixed,2025-09-15 08:57:18+00:00,2025-09-13 12:43:43+00:00
3693,42915,2,1,1,0,0,1,Mixed,2025-09-13 12:54:12+00:00,2025-09-13 12:43:43+00:00
3694,42916,1,0,1,0,1,0,Mixed,2025-09-15 08:57:18+00:00,2025-09-13 12:43:43+00:00
3695,42917,3,0,3,0,3,0,Mixed,2025-09-15 08:57:18+00:00,2025-09-13 12:43:43+00:00
3696,42918,1,1,0,1,0,0,Mixed,2025-09-15 08:57:19+00:00,2025-09-13 12:43:43+00:00
3697,42919,1,0,1,0,1,0,Mixed,2025-09-15 08:57:19+00:00,2025-09-13 12:43:43+00:00
3698,42920,1,0,1,0,1,0,Mixed,2025-09-15 08:57:19+00:00,2025-09-13 12:43:43+00:00
3699,42921,1,0,1,0,1,0,Mixed,2025-09-15 08:57:19+00:00,2025-09-13 12:43:43+00:00
3700,42922,2,2,0,0,2,0,Unfavorable,2025-09-13 12:54:13+00:00,2025-09-13 12:43:43+00:00
3701,42923,1,0,1,0,1,0,Mixed,2025-09-15 08:57:19+00:00,2025-09-13 12:43:43+00:00
3702,42924,1,0,1,0,1,0,Mixed,2025-09-15 08:57:19+00:00,2025-09-13 12:43:43+00:00
3703,42925,3,0,3,0,3,0,Mixed,2025-09-15 08:57:19+00:00,2025-09-13 12:43:43+00:00
3704,42926,2,0,2,0,2,0,Mixed,2025-09-15 08:57:20+00:00,2025-09-13 12:43:43+00:00
3705,42927,0,0,0,0,0,0,N/A,2025-09-13 12:54:13+00:00,2025-09-13 12:43:43+00:00
3706,42928,4,0,4,0,4,0,Mixed,2025-09-15 08:57:20+00:00,2025-09-13 12:43:43+00:00
3707,42929,1,0,1,0,0,0,N/A,2025-09-13 12:54:13+00:00,2025-09-13 12:43:43+00:00
3708,42930,0,0,0,0,0,0,N/A,2025-09-13 12:54:14+00:00,2025-09-13 12:43:43+00:00
3709,42931,1,0,1,0,1,0,Mixed,2025-09-15 08:57:20+00:00,2025-09-13 12:43:43+00:00
3710,42932,1,0,1,0,1,0,Mixed,2025-09-15 08:57:20+00:00,2025-09-13 12:43:43+00:00
3711,42933,1,0,1,0,0,0,N/A,2025-09-13 12:54:14+00:00,2025-09-13 12:43:43+00:00
3712,42934,0,0,0,0,0,0,N/A,2025-09-13 12:54:14+00:00,2025-09-13 12:43:43+00:00
3713,42935,1,1,0,1,0,0,Mixed,2025-09-15 08:57:21+00:00,2025-09-13 12:43:43+00:00
3714,42936,2,0,2,0,0,0,N/A,2025-09-13 12:54:14+00:00,2025-09-13 12:43:43+00:00
3715,42937,2,0,2,0,2,0,Mixed,2025-09-15 08:57:21+00:00,2025-09-13 12:43:43+00:00
3716,42938,3,0,3,0,3,0,Mixed,2025-09-15 08:57:21+00:00,2025-09-13 12:43:43+00:00
3717,42939,3,0,3,0,3,0,Mixed,2025-09-15 08:57:21+00:00,2025-09-13 12:43:43+00:00
3718,42940,0,0,0,0,0,0,N/A,2025-09-13 12:54:15+00:00,2025-09-13 12:43:43+00:00
3719,42941,1,0,1,0,1,0,Mixed,2025-09-15 08:57:22+00:00,2025-09-13 12:43:43+00:00
3720,42942,1,1,0,1,0,0,Mixed,2025-09-15 08:57:22+00:00,2025-09-13 12:43:43+00:00
3721,42943,1,0,1,0,1,0,Mixed,2025-09-15 08:57:22+00:00,2025-09-13 12:43:43+00:00
3722,42944,1,0,1,0,1,0,Mixed,2025-09-15 08:57:22+00:00,2025-09-13 12:43:43+00:00
3723,42945,0,0,0,0,0,0,N/A,2025-09-13 12:54:16+00:00,2025-09-13 12:43:43+00:00
3724,42946,1,0,1,0,0,0,N/A,2025-09-13 12:54:16+00:00,2025-09-13 12:43:43+00:00
3725,42947,1,0,1,0,1,0,Mixed,2025-09-15 08:57:22+00:00,2025-09-13 12:43:43+00:00
3726,42948,1,0,1,0,1,0,Mixed,2025-09-15 08:57:22+00:00,2025-09-13 12:43:43+00:00
3727,42949,2,0,2,0,0,0,N/A,2025-09-13 12:54:16+00:00,2025-09-13 12:43:43+00:00
3728,42950,1,1,0,1,0,0,Mixed,2025-09-15 08:57:23+00:00,2025-09-13 12:43:43+00:00
3729,42951,1,0,1,0,1,0,Mixed,2025-09-15 08:57:23+00:00,2025-09-13 12:43:43+00:00
3730,42952,2,2,0,2,0,0,Mixed,2025-09-15 08:57:23+00:00,2025-09-13 12:43:43+00:00
3731,42953,0,0,0,0,0,0,N/A,2025-09-13 12:54:17+00:00,2025-09-13 12:43:43+00:00
3732,42954,1,0,1,0,1,0,Mixed,2025-09-15 08:57:23+00:00,2025-09-13 12:43:43+00:00
3733,42955,1,0,1,0,1,0,Mixed,2025-09-15 08:57:23+00:00,2025-09-13 12:43:43+00:00
3734,42956,0,0,0,0,0,0,N/A,2025-09-13 12:54:17+00:00,2025-09-13 12:43:43+00:00
3735,42957,1,1,0,0,0,1,Mixed,2025-09-13 12:54:17+00:00,2025-09-13 12:43:43+00:00
3736,42958,1,0,1,0,1,0,Mixed,2025-09-15 08:57:24+00:00,2025-09-13 12:43:43+00:00
3737,42959,1,0,1,0,1,0,Mixed,2025-09-15 08:57:24+00:00,2025-09-13 12:43:43+00:00
3738,42960,3,1,2,0,0,1,Mixed,2025-09-13 12:54:18+00:00,2025-09-13 12:43:43+00:00
3739,42961,3,0,3,0,3,0,Mixed,2025-09-15 08:57:24+00:00,2025-09-13 12:43:43+00:00
3740,42962,1,0,1,0,1,0,Mixed,2025-09-15 08:57:24+00:00,2025-09-13 12:43:43+00:00
3741,42963,1,0,1,0,1,0,Mixed,2025-09-15 08:57:24+00:00,2025-09-13 12:43:43+00:00
3742,42964,1,0,1,0,1,0,Mixed,2025-09-15 08:57:25+00:00,2025-09-13 12:43:43+00:00
3743,42965,1,0,1,0,0,0,N/A,2025-09-13 12:54:18+00:00,2025-09-13 12:43:43+00:00
3744,42966,1,0,1,0,1,0,Mixed,2025-09-15 08:57:25+00:00,2025-09-13 12:43:43+00:00
3745,42967,4,0,4,0,4,0,Mixed,2025-09-15 08:57:25+00:00,2025-09-13 12:43:43+00:00
3746,42968,1,0,1,0,1,0,Mixed,2025-09-15 08:57:25+00:00,2025-09-13 12:43:43+00:00
3747,42969,1,0,1,0,1,0,Mixed,2025-09-15 08:57:25+00:00,2025-09-13 12:43:43+00:00
3748,42970,0,0,0,0,0,0,N/A,2025-09-13 12:54:19+00:00,2025-09-13 12:43:43+00:00
3749,42971,4,0,4,0,4,0,Mixed,2025-09-15 08:57:25+00:00,2025-09-13 12:43:43+00:00
3750,42972,2,0,2,0,2,0,Mixed,2025-09-15 08:57:26+00:00,2025-09-13 12:43:43+00:00
3751,42973,1,0,1,0,1,0,Mixed,2025-09-15 08:57:26+00:00,2025-09-13 12:43:43+00:00
3752,42974,0,0,0,0,0,0,N/A,2025-09-13 12:54:19+00:00,2025-09-13 12:43:43+00:00
3753,42975,3,0,3,0,3,0,Mixed,2025-09-15 08:57:26+00:00,2025-09-13 12:43:43+00:00
3754,42976,0,0,0,0,0,0,N/A,2025-09-13 12:54:20+00:00,2025-09-13 12:43:43+00:00
3755,42977,2,0,2,0,2,0,Mixed,2025-09-15 08:57:26+00:00,2025-09-13 12:43:43+00:00
3756,42978,1,0,1,0,1,0,Mixed,2025-09-15 08:57:26+00:00,2025-09-13 12:43:43+00:00
3757,42979,0,0,0,0,0,0,N/A,2025-09-13 12:54:20+00:00,2025-09-13 12:43:43+00:00
3758,42980,1,0,1,0,1,0,Mixed,2025-09-15 08:57:27+00:00,2025-09-13 12:43:43+00:00
3759,42981,2,0,2,0,2,0,Mixed,2025-09-15 08:57:27+00:00,2025-09-13 12:43:43+00:00
3760,42982,8,0,8,0,8,0,Mixed,2025-09-15 08:57:27+00:00,2025-09-13 12:43:43+00:00
3761,42983,23,10,13,5,3,2,Mixed,2025-09-13 12:54:21+00:00,2025-09-13 12:43:43+00:00
3762,42984,1,0,1,0,1,0,Mixed,2025-09-15 08:57:27+00:00,2025-09-13 12:43:43+00:00
3763,42985,4,0,4,0,4,0,Mixed,2025-09-15 08:57:27+00:00,2025-09-13 12:43:43+00:00
3764,42986,2,0,2,0,2,0,Mixed,2025-09-15 08:57:28+00:00,2025-09-13 12:43:43+00:00
3765,42987,1,0,1,0,1,0,Mixed,2025-09-15 08:57:28+00:00,2025-09-13 12:43:43+00:00
3766,42988,1,0,1,0,1,0,Mixed,2025-09-15 08:57:28+00:00,2025-09-13 12:43:43+00:00
3767,42989,1,0,1,0,1,0,Mixed,2025-09-15 08:57:28+00:00,2025-09-13 12:43:43+00:00
3768,42990,1,0,1,0,1,0,Mixed,2025-09-15 08:57:28+00:00,2025-09-13 12:43:43+00:00
3769,42991,1,0,1,0,1,0,Mixed,2025-09-15 08:57:28+00:00,2025-09-13 12:43:43+00:00
3770,42992,1,0,1,0,1,0,Mixed,2025-09-15 08:57:28+00:00,2025-09-13 12:43:43+00:00
3771,42993,1,0,1,0,1,0,Mixed,2025-09-15 08:57:29+00:00,2025-09-13 12:43:43+00:00
3772,42994,1,0,1,0,1,0,Mixed,2025-09-15 08:57:29+00:00,2025-09-13 12:43:43+00:00
3773,42995,1,0,1,0,0,0,N/A,2025-09-13 12:54:22+00:00,2025-09-13 12:43:43+00:00
3774,42996,1,0,1,0,1,0,Mixed,2025-09-15 08:57:29+00:00,2025-09-13 12:43:43+00:00
3775,42997,3,0,3,0,3,0,Mixed,2025-09-15 08:57:29+00:00,2025-09-13 12:43:43+00:00
3776,42998,1,0,1,0,1,0,Mixed,2025-09-15 08:57:29+00:00,2025-09-13 12:43:43+00:00
3777,42999,2,0,2,0,2,0,Mixed,2025-09-15 08:57:29+00:00,2025-09-13 12:43:43+00:00
3778,43000,1,0,1,0,0,0,N/A,2025-09-13 12:54:23+00:00,2025-09-13 12:43:43+00:00
3779,43001,3,0,3,0,3,0,Mixed,2025-09-15 08:57:30+00:00,2025-09-13 12:43:43+00:00
3780,43002,1,1,0,1,0,0,Mixed,2025-09-15 08:57:30+00:00,2025-09-13 12:43:43+00:00
3781,43003,1,0,1,0,1,0,Mixed,2025-09-15 08:57:30+00:00,2025-09-13 12:43:43+00:00
3782,43004,2,0,2,0,0,0,N/A,2025-09-13 12:54:23+00:00,2025-09-13 12:43:43+00:00
3783,43005,0,0,0,0,0,0,N/A,2025-09-13 12:54:24+00:00,2025-09-13 12:43:43+00:00
3784,43006,1,0,1,0,1,0,Mixed,2025-09-15 08:57:30+00:00,2025-09-13 12:43:43+00:00
3785,43007,1,0,1,0,1,0,Mixed,2025-09-15 08:57:30+00:00,2025-09-13 12:43:43+00:00
3786,43008,1,1,0,1,0,0,Favorable,2025-09-13 12:54:24+00:00,2025-09-13 12:43:43+00:00
3787,43009,1,0,1,0,1,0,Mixed,2025-09-15 08:57:31+00:00,2025-09-13 12:43:43+00:00
3788,43010,1,0,1,0,1,0,Mixed,2025-09-15 08:57:31+00:00,2025-09-13 12:43:43+00:00
3789,43011,2,1,1,1,1,0,Mixed,2025-09-15 08:57:31+00:00,2025-09-13 12:43:43+00:00
3790,43012,1,0,1,0,1,0,Mixed,2025-09-15 08:57:31+00:00,2025-09-13 12:43:43+00:00
3791,43013,1,0,1,0,1,0,Mixed,2025-09-15 08:57:31+00:00,2025-09-13 12:43:43+00:00
3792,43014,1,0,1,0,1,0,Mixed,2025-09-15 08:57:31+00:00,2025-09-13 12:43:43+00:00
3793,43015,1,0,1,0,1,0,Mixed,2025-09-15 08:57:31+00:00,2025-09-13 12:43:43+00:00
3794,43016,0,0,0,0,0,0,N/A,2025-09-13 12:54:25+00:00,2025-09-13 12:43:43+00:00
3795,43017,1,0,1,0,1,0,Mixed,2025-09-15 08:57:32+00:00,2025-09-13 12:43:43+00:00
3796,43018,1,1,0,1,0,0,Favorable,2025-09-13 12:54:25+00:00,2025-09-13 12:43:43+00:00
3797,43019,1,0,1,0,0,0,N/A,2025-09-13 12:54:25+00:00,2025-09-13 12:43:43+00:00
3798,43020,1,0,1,0,1,0,Mixed,2025-09-15 08:57:32+00:00,2025-09-13 12:43:43+00:00
3799,43021,5,0,5,0,0,0,N/A,2025-09-13 12:54:26+00:00,2025-09-13 12:43:43+00:00
3800,43022,1,0,1,0,0,0,N/A,2025-09-13 12:54:26+00:00,2025-09-13 12:43:43+00:00
3801,43023,2,1,1,1,1,0,Mixed,2025-09-15 08:57:32+00:00,2025-09-13 12:43:43+00:00
3802,43024,2,1,1,1,0,0,Favorable,2025-09-13 12:54:26+00:00,2025-09-13 12:43:43+00:00
3803,43025,1,0,1,0,0,0,N/A,2025-09-13 12:54:26+00:00,2025-09-13 12:43:43+00:00
3804,43026,0,0,0,0,0,0,N/A,2025-09-13 12:54:26+00:00,2025-09-13 12:43:43+00:00
3805,43027,1,1,0,1,0,0,Favorable,2025-09-13 12:54:27+00:00,2025-09-13 12:43:43+00:00
3806,43028,1,0,1,0,1,0,Mixed,2025-09-15 08:57:33+00:00,2025-09-13 12:43:43+00:00
3807,43029,1,0,1,0,1,0,Mixed,2025-09-15 08:57:33+00:00,2025-09-13 12:43:43+00:00
3808,43030,1,0,1,0,1,0,Mixed,2025-09-15 08:57:33+00:00,2025-09-13 12:43:43+00:00
3809,43031,1,0,1,0,1,0,Mixed,2025-09-15 08:57:34+00:00,2025-09-13 12:43:43+00:00
3810,43032,1,0,1,0,1,0,Mixed,2025-09-15 08:57:34+00:00,2025-09-13 12:43:43+00:00
3811,43033,2,0,2,0,0,0,N/A,2025-09-13 12:54:27+00:00,2025-09-13 12:43:43+00:00
3812,43034,2,0,2,0,2,0,Mixed,2025-09-15 08:57:34+00:00,2025-09-13 12:43:43+00:00
3813,43035,1,0,1,0,1,0,Mixed,2025-09-15 08:57:34+00:00,2025-09-13 12:43:43+00:00
3814,43036,1,0,1,0,1,0,Mixed,2025-09-15 08:57:34+00:00,2025-09-13 12:43:43+00:00
3815,43037,1,0,1,0,1,0,Mixed,2025-09-15 08:57:34+00:00,2025-09-13 12:43:43+00:00
3816,43038,0,0,0,0,0,0,N/A,2025-09-13 12:54:28+00:00,2025-09-13 12:43:43+00:00
3817,43039,2,0,2,0,2,0,Mixed,2025-09-15 08:57:35+00:00,2025-09-13 12:43:43+00:00
3818,43040,1,0,1,0,1,0,Mixed,2025-09-15 08:57:35+00:00,2025-09-13 12:43:43+00:00
3819,43041,1,0,1,0,1,0,Mixed,2025-09-15 08:57:35+00:00,2025-09-13 12:43:43+00:00
3820,43042,0,0,0,0,0,0,N/A,2025-09-13 12:54:28+00:00,2025-09-13 12:43:43+00:00
3821,43043,2,0,2,0,2,0,Mixed,2025-09-15 08:57:35+00:00,2025-09-13 12:43:43+00:00
3822,43044,0,0,0,0,0,0,N/A,2025-09-13 12:54:29+00:00,2025-09-13 12:43:43+00:00
3823,43045,4,0,4,0,4,0,Mixed,2025-09-15 08:57:35+00:00,2025-09-13 12:43:43+00:00
3824,43046,1,0,1,0,1,0,Mixed,2025-09-15 08:57:36+00:00,2025-09-13 12:43:43+00:00
3825,43047,1,0,1,0,1,0,Mixed,2025-09-15 08:57:36+00:00,2025-09-13 12:43:43+00:00
3826,43048,1,0,1,0,0,0,N/A,2025-09-13 12:54:29+00:00,2025-09-13 12:43:43+00:00
3827,43049,1,0,1,0,1,0,Mixed,2025-09-15 08:57:36+00:00,2025-09-13 12:43:43+00:00
3828,43050,1,0,1,0,0,0,N/A,2025-09-13 12:54:30+00:00,2025-09-13 12:43:43+00:00
3829,43051,3,0,3,0,0,0,N/A,2025-09-13 12:54:30+00:00,2025-09-13 12:43:43+00:00
3830,43052,1,0,1,0,0,0,N/A,2025-09-13 12:54:30+00:00,2025-09-13 12:43:43+00:00
3831,43053,3,1,2,1,0,0,Favorable,2025-09-13 12:54:30+00:00,2025-09-13 12:43:43+00:00
3832,43054,1,0,1,0,0,0,N/A,2025-09-13 12:54:30+00:00,2025-09-13 12:43:43+00:00
