id,person_id,total_cases,resolved_cases,unresolved_cases,favorable_cases,unfavorable_cases,mixed_cases,case_outcome,last_updated,created_at
1227,40449,1,0,1,0,1,0,Mixed,2025-09-15 08:51:42+00:00,2025-09-13 12:43:43+00:00
1228,40450,0,0,0,0,0,0,N/A,2025-09-13 12:48:32+00:00,2025-09-13 12:43:43+00:00
1229,40451,0,0,0,0,0,0,N/A,2025-09-13 12:48:32+00:00,2025-09-13 12:43:43+00:00
1230,40452,3,1,2,1,0,0,Favorable,2025-09-13 12:48:32+00:00,2025-09-13 12:43:43+00:00
1231,40453,1,0,1,0,1,0,Mixed,2025-09-15 08:51:43+00:00,2025-09-13 12:43:43+00:00
1232,40454,1,0,1,0,0,0,N/A,2025-09-13 12:48:32+00:00,2025-09-13 12:43:43+00:00
1233,40455,5,3,2,3,0,0,Favorable,2025-09-13 12:48:32+00:00,2025-09-13 12:43:43+00:00
1234,40456,1,0,1,0,1,0,Mixed,2025-09-15 08:51:43+00:00,2025-09-13 12:43:43+00:00
1235,40457,0,0,0,0,0,0,N/A,2025-09-13 12:48:33+00:00,2025-09-13 12:43:43+00:00
1236,40458,4,0,4,0,0,0,N/A,2025-09-13 12:48:33+00:00,2025-09-13 12:43:43+00:00
1237,40459,3,0,3,0,3,0,Mixed,2025-09-15 08:51:43+00:00,2025-09-13 12:43:43+00:00
1238,40460,2,0,2,0,2,0,Mixed,2025-09-15 08:51:43+00:00,2025-09-13 12:43:43+00:00
1239,40461,1,0,1,0,1,0,Mixed,2025-09-15 08:51:44+00:00,2025-09-13 12:43:43+00:00
1240,40462,1,0,1,0,1,0,Mixed,2025-09-15 08:51:44+00:00,2025-09-13 12:43:43+00:00
1241,40463,0,0,0,0,0,0,N/A,2025-09-13 12:48:33+00:00,2025-09-13 12:43:43+00:00
1242,40464,0,0,0,0,0,0,N/A,2025-09-13 12:48:34+00:00,2025-09-13 12:43:43+00:00
1243,40465,3,0,3,0,3,0,Mixed,2025-09-15 08:51:44+00:00,2025-09-13 12:43:43+00:00
1244,40466,1,0,1,0,1,0,Mixed,2025-09-15 08:51:44+00:00,2025-09-13 12:43:43+00:00
1245,40467,0,0,0,0,0,0,N/A,2025-09-13 12:48:34+00:00,2025-09-13 12:43:43+00:00
1246,40468,1,0,1,0,1,0,Mixed,2025-09-15 08:51:45+00:00,2025-09-13 12:43:43+00:00
1247,40469,1,0,1,0,1,0,Mixed,2025-09-15 08:51:45+00:00,2025-09-13 12:43:43+00:00
1248,40470,11,5,6,3,1,1,Mixed,2025-09-13 12:48:34+00:00,2025-09-13 12:43:43+00:00
1249,40471,1,0,1,0,1,0,Mixed,2025-09-15 08:51:45+00:00,2025-09-13 12:43:43+00:00
1250,40472,3,0,3,0,3,0,Mixed,2025-09-15 08:51:45+00:00,2025-09-13 12:43:43+00:00
1251,40473,1,0,1,0,1,0,Mixed,2025-09-15 08:51:45+00:00,2025-09-13 12:43:43+00:00
1252,40474,1,0,1,0,1,0,Mixed,2025-09-15 08:51:45+00:00,2025-09-13 12:43:43+00:00
1253,40475,1,0,1,0,1,0,Mixed,2025-09-15 08:51:46+00:00,2025-09-13 12:43:43+00:00
1254,40476,2,2,0,0,2,0,Unfavorable,2025-09-13 12:48:35+00:00,2025-09-13 12:43:43+00:00
1255,40477,1,0,1,0,1,0,Mixed,2025-09-15 08:51:46+00:00,2025-09-13 12:43:43+00:00
1256,40478,0,0,0,0,0,0,N/A,2025-09-13 12:48:36+00:00,2025-09-13 12:43:43+00:00
1257,40479,1,0,1,0,1,0,Mixed,2025-09-15 08:51:46+00:00,2025-09-13 12:43:43+00:00
1258,40480,1,0,1,0,1,0,Mixed,2025-09-15 08:51:46+00:00,2025-09-13 12:43:43+00:00
1259,40481,0,0,0,0,0,0,N/A,2025-09-13 12:48:36+00:00,2025-09-13 12:43:43+00:00
1260,40482,2,0,2,0,2,0,Mixed,2025-09-15 08:51:46+00:00,2025-09-13 12:43:43+00:00
1261,40483,2,0,2,0,0,0,N/A,2025-09-13 12:48:36+00:00,2025-09-13 12:43:43+00:00
1262,40484,2,2,0,0,0,2,Mixed,2025-09-13 12:48:36+00:00,2025-09-13 12:43:43+00:00
1263,40485,1,0,1,0,1,0,Mixed,2025-09-15 08:51:47+00:00,2025-09-13 12:43:43+00:00
1264,40486,1,0,1,0,1,0,Mixed,2025-09-15 08:51:47+00:00,2025-09-13 12:43:43+00:00
1265,40487,1,0,1,0,1,0,Mixed,2025-09-15 08:51:47+00:00,2025-09-13 12:43:43+00:00
1266,40488,1,0,1,0,1,0,Mixed,2025-09-15 08:51:47+00:00,2025-09-13 12:43:43+00:00
1267,40489,1,0,1,0,1,0,Mixed,2025-09-15 08:51:47+00:00,2025-09-13 12:43:43+00:00
1268,40490,1,0,1,0,1,0,Mixed,2025-09-15 08:51:48+00:00,2025-09-13 12:43:43+00:00
1269,40491,1,0,1,0,1,0,Mixed,2025-09-15 08:51:48+00:00,2025-09-13 12:43:43+00:00
1270,40492,1,0,1,0,0,0,N/A,2025-09-13 12:48:38+00:00,2025-09-13 12:43:43+00:00
1271,40493,1,0,1,0,1,0,Mixed,2025-09-15 08:51:48+00:00,2025-09-13 12:43:43+00:00
1272,40494,3,1,2,1,0,0,Favorable,2025-09-13 12:48:38+00:00,2025-09-13 12:43:43+00:00
1273,40495,1,0,1,0,1,0,Mixed,2025-09-15 08:51:48+00:00,2025-09-13 12:43:43+00:00
1274,40496,0,0,0,0,0,0,N/A,2025-09-13 12:48:38+00:00,2025-09-13 12:43:43+00:00
1275,40497,1,0,1,0,1,0,Mixed,2025-09-15 08:51:49+00:00,2025-09-13 12:43:43+00:00
1276,40498,1,0,1,0,1,0,Mixed,2025-09-15 08:51:49+00:00,2025-09-13 12:43:43+00:00
1277,40499,0,0,0,0,0,0,N/A,2025-09-13 12:48:39+00:00,2025-09-13 12:43:43+00:00
1278,40500,0,0,0,0,0,0,N/A,2025-09-13 12:48:39+00:00,2025-09-13 12:43:43+00:00
1279,40501,1,0,1,0,1,0,Mixed,2025-09-15 08:51:49+00:00,2025-09-13 12:43:43+00:00
1280,40502,1,0,1,0,1,0,Mixed,2025-09-15 08:51:49+00:00,2025-09-13 12:43:43+00:00
1281,40503,1,0,1,0,1,0,Mixed,2025-09-15 08:51:49+00:00,2025-09-13 12:43:43+00:00
1282,40504,1,0,1,0,1,0,Mixed,2025-09-15 08:51:49+00:00,2025-09-13 12:43:43+00:00
1283,40505,4,0,4,0,4,0,Mixed,2025-09-15 08:51:50+00:00,2025-09-13 12:43:43+00:00
1284,40506,1,1,0,1,0,0,Mixed,2025-09-15 08:51:50+00:00,2025-09-13 12:43:43+00:00
1285,40507,1,0,1,0,1,0,Mixed,2025-09-15 08:51:50+00:00,2025-09-13 12:43:43+00:00
1286,40508,1,0,1,0,1,0,Mixed,2025-09-15 08:51:50+00:00,2025-09-13 12:43:43+00:00
1287,40509,0,0,0,0,0,0,N/A,2025-09-13 12:48:40+00:00,2025-09-13 12:43:43+00:00
1288,40510,0,0,0,0,0,0,N/A,2025-09-13 12:48:40+00:00,2025-09-13 12:43:43+00:00
1289,40511,5,0,5,0,5,0,Mixed,2025-09-15 08:51:50+00:00,2025-09-13 12:43:43+00:00
1290,40512,1,0,1,0,1,0,Mixed,2025-09-15 08:51:51+00:00,2025-09-13 12:43:43+00:00
1291,40513,1,0,1,0,1,0,Mixed,2025-09-15 08:51:51+00:00,2025-09-13 12:43:43+00:00
1292,40514,1,1,0,1,0,0,Favorable,2025-09-13 12:48:41+00:00,2025-09-13 12:43:43+00:00
1293,40515,2,0,2,0,2,0,Mixed,2025-09-15 08:51:51+00:00,2025-09-13 12:43:43+00:00
1294,40516,1,1,0,1,0,0,Favorable,2025-09-13 12:48:41+00:00,2025-09-13 12:43:43+00:00
1295,40517,4,1,3,1,0,0,Favorable,2025-09-13 12:48:41+00:00,2025-09-13 12:43:43+00:00
1296,40518,1,0,1,0,1,0,Mixed,2025-09-15 08:51:51+00:00,2025-09-13 12:43:43+00:00
1297,40519,2,0,2,0,2,0,Mixed,2025-09-15 08:51:52+00:00,2025-09-13 12:43:43+00:00
1298,40520,1,0,1,0,1,0,Mixed,2025-09-15 08:51:52+00:00,2025-09-13 12:43:43+00:00
1299,40521,2,1,1,1,0,0,Favorable,2025-09-13 12:48:42+00:00,2025-09-13 12:43:43+00:00
1300,40522,0,0,0,0,0,0,N/A,2025-09-13 12:48:42+00:00,2025-09-13 12:43:43+00:00
1301,40523,1,1,0,1,0,0,Mixed,2025-09-15 08:51:52+00:00,2025-09-13 12:43:43+00:00
1302,40524,0,0,0,0,0,0,N/A,2025-09-13 12:48:42+00:00,2025-09-13 12:43:43+00:00
1303,40525,3,0,3,0,0,0,N/A,2025-09-13 12:48:42+00:00,2025-09-13 12:43:43+00:00
1304,40526,1,1,0,1,0,0,Favorable,2025-09-13 12:48:42+00:00,2025-09-13 12:43:43+00:00
1305,40527,3,1,2,1,2,0,Mixed,2025-09-15 08:51:53+00:00,2025-09-13 12:43:43+00:00
1306,40528,1,0,1,0,1,0,Mixed,2025-09-15 08:51:53+00:00,2025-09-13 12:43:43+00:00
1307,40529,2,0,2,0,2,0,Mixed,2025-09-15 08:51:53+00:00,2025-09-13 12:43:43+00:00
1308,40530,0,0,0,0,0,0,N/A,2025-09-13 12:48:43+00:00,2025-09-13 12:43:43+00:00
1309,40531,1,0,1,0,1,0,Mixed,2025-09-15 08:51:53+00:00,2025-09-13 12:43:43+00:00
1310,40532,1,0,1,0,1,0,Mixed,2025-09-15 08:51:53+00:00,2025-09-13 12:43:43+00:00
1311,40533,2,1,1,0,0,1,Mixed,2025-09-13 12:48:43+00:00,2025-09-13 12:43:43+00:00
1312,40534,1,0,1,0,1,0,Mixed,2025-09-15 08:51:54+00:00,2025-09-13 12:43:43+00:00
1313,40535,1,0,1,0,1,0,Mixed,2025-09-15 08:51:54+00:00,2025-09-13 12:43:43+00:00
1314,40536,0,0,0,0,0,0,N/A,2025-09-13 12:48:44+00:00,2025-09-13 12:43:43+00:00
1315,40537,2,0,2,0,2,0,Mixed,2025-09-15 08:51:54+00:00,2025-09-13 12:43:43+00:00
1316,40538,1,0,1,0,1,0,Mixed,2025-09-15 08:51:54+00:00,2025-09-13 12:43:43+00:00
1317,40539,1,0,1,0,0,0,N/A,2025-09-13 12:48:44+00:00,2025-09-13 12:43:43+00:00
1318,40540,3,0,3,0,3,0,Mixed,2025-09-15 08:51:54+00:00,2025-09-13 12:43:43+00:00
1319,40541,4,2,2,0,1,1,Mixed,2025-09-13 12:48:44+00:00,2025-09-13 12:43:43+00:00
1320,40542,1,0,1,0,1,0,Mixed,2025-09-15 08:51:55+00:00,2025-09-13 12:43:43+00:00
1321,40543,1,0,1,0,1,0,Mixed,2025-09-15 08:51:55+00:00,2025-09-13 12:43:43+00:00
1322,40544,0,0,0,0,0,0,N/A,2025-09-13 12:48:45+00:00,2025-09-13 12:43:43+00:00
1323,40545,2,0,2,0,2,0,Mixed,2025-09-15 08:51:55+00:00,2025-09-13 12:43:43+00:00
1324,40546,0,0,0,0,0,0,N/A,2025-09-13 12:48:45+00:00,2025-09-13 12:43:43+00:00
1325,40547,0,0,0,0,0,0,N/A,2025-09-13 12:48:45+00:00,2025-09-13 12:43:43+00:00
1326,40548,2,1,1,0,1,0,Unfavorable,2025-09-13 12:48:45+00:00,2025-09-13 12:43:43+00:00
1327,40549,0,0,0,0,0,0,N/A,2025-09-13 12:48:45+00:00,2025-09-13 12:43:43+00:00
1328,40550,1,0,1,0,1,0,Mixed,2025-09-15 08:51:56+00:00,2025-09-13 12:43:43+00:00
1329,40551,2,0,2,0,2,0,Mixed,2025-09-15 08:51:56+00:00,2025-09-13 12:43:43+00:00
1330,40552,1,0,1,0,1,0,Mixed,2025-09-15 08:51:56+00:00,2025-09-13 12:43:43+00:00
1331,40553,1,0,1,0,0,0,N/A,2025-09-13 12:48:46+00:00,2025-09-13 12:43:43+00:00
1332,40554,2,2,0,2,0,0,Favorable,2025-09-13 12:48:46+00:00,2025-09-13 12:43:43+00:00
1333,40555,1,0,1,0,1,0,Mixed,2025-09-15 08:51:56+00:00,2025-09-13 12:43:43+00:00
1334,40556,6,0,6,0,0,0,N/A,2025-09-13 12:48:47+00:00,2025-09-13 12:43:43+00:00
1335,40557,1,0,1,0,1,0,Mixed,2025-09-15 08:51:57+00:00,2025-09-13 12:43:43+00:00
1336,40558,0,0,0,0,0,0,N/A,2025-09-13 12:48:47+00:00,2025-09-13 12:43:43+00:00
1337,40559,2,0,2,0,2,0,Mixed,2025-09-15 08:51:57+00:00,2025-09-13 12:43:43+00:00
1338,40560,1,0,1,0,1,0,Mixed,2025-09-15 08:51:57+00:00,2025-09-13 12:43:43+00:00
1339,40561,1,0,1,0,1,0,Mixed,2025-09-15 08:51:57+00:00,2025-09-13 12:43:43+00:00
1340,40562,1,0,1,0,1,0,Mixed,2025-09-15 08:51:57+00:00,2025-09-13 12:43:43+00:00
1341,40563,3,0,3,0,3,0,Mixed,2025-09-15 08:51:58+00:00,2025-09-13 12:43:43+00:00
1342,40564,2,2,0,2,0,0,Favorable,2025-09-13 12:48:48+00:00,2025-09-13 12:43:43+00:00
1343,40565,2,1,1,1,1,0,Mixed,2025-09-15 08:51:58+00:00,2025-09-13 12:43:43+00:00
1344,40566,1,0,1,0,1,0,Mixed,2025-09-15 08:51:58+00:00,2025-09-13 12:43:43+00:00
1345,40567,1,0,1,0,1,0,Mixed,2025-09-15 08:51:58+00:00,2025-09-13 12:43:43+00:00
1346,40568,0,0,0,0,0,0,N/A,2025-09-13 12:48:48+00:00,2025-09-13 12:43:43+00:00
1347,40569,1,0,1,0,1,0,Mixed,2025-09-15 08:51:58+00:00,2025-09-13 12:43:43+00:00
1348,40570,1,0,1,0,0,0,N/A,2025-09-13 12:48:48+00:00,2025-09-13 12:43:43+00:00
1349,40571,1,0,1,0,1,0,Mixed,2025-09-15 08:51:59+00:00,2025-09-13 12:43:43+00:00
1350,40572,1,0,1,0,1,0,Mixed,2025-09-15 08:51:59+00:00,2025-09-13 12:43:43+00:00
1351,40573,0,0,0,0,0,0,N/A,2025-09-13 12:48:49+00:00,2025-09-13 12:43:43+00:00
1352,40574,1,0,1,0,1,0,Mixed,2025-09-15 08:51:59+00:00,2025-09-13 12:43:43+00:00
1353,40575,2,0,2,0,2,0,Mixed,2025-09-15 08:51:59+00:00,2025-09-13 12:43:43+00:00
1354,40576,4,0,4,0,4,0,Mixed,2025-09-15 08:51:59+00:00,2025-09-13 12:43:43+00:00
1355,40577,1,0,1,0,0,0,N/A,2025-09-13 12:48:49+00:00,2025-09-13 12:43:43+00:00
1356,40578,1,0,1,0,0,0,N/A,2025-09-13 12:48:49+00:00,2025-09-13 12:43:43+00:00
1357,40579,2,1,1,1,1,0,Mixed,2025-09-15 08:52:00+00:00,2025-09-13 12:43:43+00:00
1358,40580,1,0,1,0,1,0,Mixed,2025-09-15 08:52:00+00:00,2025-09-13 12:43:43+00:00
1359,40581,2,1,1,0,0,1,Mixed,2025-09-13 12:48:50+00:00,2025-09-13 12:43:43+00:00
1360,40582,3,0,3,0,3,0,Mixed,2025-09-15 08:52:00+00:00,2025-09-13 12:43:43+00:00
1361,40583,1,0,1,0,1,0,Mixed,2025-09-15 08:52:00+00:00,2025-09-13 12:43:43+00:00
1362,40584,0,0,0,0,0,0,N/A,2025-09-13 12:48:50+00:00,2025-09-13 12:43:43+00:00
1363,40585,0,0,0,0,0,0,N/A,2025-09-13 12:48:50+00:00,2025-09-13 12:43:43+00:00
1364,40586,1,0,1,0,1,0,Mixed,2025-09-15 08:52:01+00:00,2025-09-13 12:43:43+00:00
1365,40587,2,0,2,0,2,0,Mixed,2025-09-15 08:52:01+00:00,2025-09-13 12:43:43+00:00
1366,40588,0,0,0,0,0,0,N/A,2025-09-13 12:48:51+00:00,2025-09-13 12:43:43+00:00
1367,40589,1,0,1,0,1,0,Mixed,2025-09-15 08:52:01+00:00,2025-09-13 12:43:43+00:00
1368,40590,1,0,1,0,1,0,Mixed,2025-09-15 08:52:01+00:00,2025-09-13 12:43:43+00:00
1369,40591,0,0,0,0,0,0,N/A,2025-09-13 12:48:51+00:00,2025-09-13 12:43:43+00:00
1370,40592,1,0,1,0,0,0,N/A,2025-09-13 12:48:51+00:00,2025-09-13 12:43:43+00:00
1371,40593,1,0,1,0,0,0,N/A,2025-09-13 12:48:51+00:00,2025-09-13 12:43:43+00:00
1372,40594,1,0,1,0,1,0,Mixed,2025-09-15 08:52:02+00:00,2025-09-13 12:43:43+00:00
1373,40595,1,0,1,0,1,0,Mixed,2025-09-15 08:52:02+00:00,2025-09-13 12:43:43+00:00
1374,40596,1,0,1,0,0,0,N/A,2025-09-13 12:48:52+00:00,2025-09-13 12:43:43+00:00
1375,40597,0,0,0,0,0,0,N/A,2025-09-13 12:48:52+00:00,2025-09-13 12:43:43+00:00
1376,40598,1,0,1,0,1,0,Mixed,2025-09-15 08:52:02+00:00,2025-09-13 12:43:43+00:00
1377,40599,1,0,1,0,1,0,Mixed,2025-09-15 08:52:02+00:00,2025-09-13 12:43:43+00:00
1378,40600,1,0,1,0,1,0,Mixed,2025-09-15 08:52:03+00:00,2025-09-13 12:43:43+00:00
1379,40601,2,0,2,0,2,0,Mixed,2025-09-15 08:52:03+00:00,2025-09-13 12:43:43+00:00
1380,40602,1,0,1,0,1,0,Mixed,2025-09-15 08:52:03+00:00,2025-09-13 12:43:43+00:00
1381,40603,1,0,1,0,1,0,Mixed,2025-09-15 08:52:03+00:00,2025-09-13 12:43:43+00:00
1382,40604,0,0,0,0,0,0,N/A,2025-09-13 12:48:53+00:00,2025-09-13 12:43:43+00:00
1383,40605,2,0,2,0,0,0,N/A,2025-09-13 12:48:53+00:00,2025-09-13 12:43:43+00:00
1384,40606,3,0,3,0,3,0,Mixed,2025-09-15 08:52:03+00:00,2025-09-13 12:43:43+00:00
1385,40607,2,0,2,0,2,0,Mixed,2025-09-15 08:52:03+00:00,2025-09-13 12:43:43+00:00
1386,40608,1,0,1,0,1,0,Mixed,2025-09-15 08:52:04+00:00,2025-09-13 12:43:43+00:00
1387,40609,0,0,0,0,0,0,N/A,2025-09-13 12:48:53+00:00,2025-09-13 12:43:43+00:00
1388,40610,0,0,0,0,0,0,N/A,2025-09-13 12:48:54+00:00,2025-09-13 12:43:43+00:00
1389,40611,1,0,1,0,1,0,Mixed,2025-09-15 08:52:04+00:00,2025-09-13 12:43:43+00:00
1390,40612,4,1,3,1,0,0,Favorable,2025-09-13 12:48:54+00:00,2025-09-13 12:43:43+00:00
1391,40613,1,0,1,0,1,0,Mixed,2025-09-15 08:52:04+00:00,2025-09-13 12:43:43+00:00
1392,40614,2,1,1,1,1,0,Mixed,2025-09-15 08:52:04+00:00,2025-09-13 12:43:43+00:00
1393,40615,1,0,1,0,1,0,Mixed,2025-09-15 08:52:05+00:00,2025-09-13 12:43:43+00:00
1394,40616,2,0,2,0,2,0,Mixed,2025-09-15 08:52:05+00:00,2025-09-13 12:43:43+00:00
1395,40617,1,0,1,0,1,0,Mixed,2025-09-15 08:52:05+00:00,2025-09-13 12:43:43+00:00
1396,40618,1,0,1,0,1,0,Mixed,2025-09-15 08:52:05+00:00,2025-09-13 12:43:43+00:00
1397,40619,2,0,2,0,2,0,Mixed,2025-09-15 08:52:05+00:00,2025-09-13 12:43:43+00:00
1398,40620,1,0,1,0,1,0,Mixed,2025-09-15 08:52:05+00:00,2025-09-13 12:43:43+00:00
1399,40621,0,0,0,0,0,0,N/A,2025-09-13 12:48:56+00:00,2025-09-13 12:43:43+00:00
1400,40622,0,0,0,0,0,0,N/A,2025-09-13 12:48:56+00:00,2025-09-13 12:43:43+00:00
1401,40623,1,0,1,0,1,0,Mixed,2025-09-15 08:52:06+00:00,2025-09-13 12:43:43+00:00
1402,40624,1,0,1,0,1,0,Mixed,2025-09-15 08:52:06+00:00,2025-09-13 12:43:43+00:00
1403,40625,0,0,0,0,0,0,N/A,2025-09-13 12:48:56+00:00,2025-09-13 12:43:43+00:00
1404,40626,1,0,1,0,1,0,Mixed,2025-09-15 08:52:06+00:00,2025-09-13 12:43:43+00:00
1405,40627,2,0,2,0,2,0,Mixed,2025-09-15 08:52:06+00:00,2025-09-13 12:43:43+00:00
1406,40628,0,0,0,0,0,0,N/A,2025-09-13 12:48:57+00:00,2025-09-13 12:43:43+00:00
1407,40629,1,0,1,0,1,0,Mixed,2025-09-15 08:52:06+00:00,2025-09-13 12:43:43+00:00
1408,40630,0,0,0,0,0,0,N/A,2025-09-13 12:48:57+00:00,2025-09-13 12:43:43+00:00
1409,40631,1,0,1,0,1,0,Mixed,2025-09-15 08:52:07+00:00,2025-09-13 12:43:43+00:00
1410,40632,1,0,1,0,1,0,Mixed,2025-09-15 08:52:07+00:00,2025-09-13 12:43:43+00:00
1411,40633,1,0,1,0,0,0,N/A,2025-09-13 12:48:57+00:00,2025-09-13 12:43:43+00:00
1412,40634,0,0,0,0,0,0,N/A,2025-09-13 12:48:58+00:00,2025-09-13 12:43:43+00:00
1413,40635,4,0,4,0,4,0,Mixed,2025-09-15 08:52:07+00:00,2025-09-13 12:43:43+00:00
1414,40636,2,0,2,0,2,0,Mixed,2025-09-15 08:52:07+00:00,2025-09-13 12:43:43+00:00
1415,40637,1,0,1,0,1,0,Mixed,2025-09-15 08:52:07+00:00,2025-09-13 12:43:43+00:00
1416,40638,2,0,2,0,2,0,Mixed,2025-09-15 08:52:08+00:00,2025-09-13 12:43:43+00:00
1417,40639,1,0,1,0,1,0,Mixed,2025-09-15 08:52:08+00:00,2025-09-13 12:43:43+00:00
1418,40640,1,1,0,1,0,0,Favorable,2025-09-13 12:48:58+00:00,2025-09-13 12:43:43+00:00
1419,40641,1,0,1,0,1,0,Mixed,2025-09-15 08:52:08+00:00,2025-09-13 12:43:43+00:00
1420,40642,1,0,1,0,1,0,Mixed,2025-09-15 08:52:08+00:00,2025-09-13 12:43:43+00:00
1421,40643,9,3,6,1,2,0,Mixed,2025-09-13 12:48:59+00:00,2025-09-13 12:43:43+00:00
1422,40644,1,0,1,0,1,0,Mixed,2025-09-15 08:52:08+00:00,2025-09-13 12:43:43+00:00
1423,40645,1,0,1,0,1,0,Mixed,2025-09-15 08:52:09+00:00,2025-09-13 12:43:43+00:00
1424,40646,1,0,1,0,1,0,Mixed,2025-09-15 08:52:09+00:00,2025-09-13 12:43:43+00:00
1425,40647,1,0,1,0,1,0,Mixed,2025-09-15 08:52:09+00:00,2025-09-13 12:43:43+00:00
1426,40648,1,0,1,0,0,0,N/A,2025-09-13 12:48:59+00:00,2025-09-13 12:43:43+00:00
1427,40649,1,1,0,1,0,0,Mixed,2025-09-15 08:52:09+00:00,2025-09-13 12:43:43+00:00
1428,40650,1,0,1,0,1,0,Mixed,2025-09-15 08:52:09+00:00,2025-09-13 12:43:43+00:00
1429,40651,1,0,1,0,1,0,Mixed,2025-09-15 08:52:09+00:00,2025-09-13 12:43:43+00:00
1430,40652,0,0,0,0,0,0,N/A,2025-09-13 12:49:00+00:00,2025-09-13 12:43:43+00:00
1431,40653,4,1,3,0,0,1,Mixed,2025-09-13 12:49:00+00:00,2025-09-13 12:43:43+00:00
1432,40654,0,0,0,0,0,0,N/A,2025-09-13 12:49:00+00:00,2025-09-13 12:43:43+00:00
1433,40655,1,0,1,0,1,0,Mixed,2025-09-15 08:52:10+00:00,2025-09-13 12:43:43+00:00
1434,40656,1,0,1,0,1,0,Mixed,2025-09-15 08:52:10+00:00,2025-09-13 12:43:43+00:00
1435,40657,0,0,0,0,0,0,N/A,2025-09-13 12:49:01+00:00,2025-09-13 12:43:43+00:00
1436,40658,1,0,1,0,1,0,Mixed,2025-09-15 08:52:10+00:00,2025-09-13 12:43:43+00:00
1437,40659,1,0,1,0,1,0,Mixed,2025-09-15 08:52:11+00:00,2025-09-13 12:43:43+00:00
1438,40660,2,0,2,0,2,0,Mixed,2025-09-15 08:52:11+00:00,2025-09-13 12:43:43+00:00
1439,40661,1,0,1,0,1,0,Mixed,2025-09-15 08:52:11+00:00,2025-09-13 12:43:43+00:00
1440,40662,3,2,1,1,1,0,Mixed,2025-09-13 12:49:01+00:00,2025-09-13 12:43:43+00:00
1441,40663,2,0,2,0,0,0,N/A,2025-09-13 12:49:02+00:00,2025-09-13 12:43:43+00:00
1442,40664,1,0,1,0,1,0,Mixed,2025-09-15 08:52:11+00:00,2025-09-13 12:43:43+00:00
1443,40665,0,0,0,0,0,0,N/A,2025-09-13 12:49:02+00:00,2025-09-13 12:43:43+00:00
1444,40666,1,0,1,0,1,0,Mixed,2025-09-15 08:52:11+00:00,2025-09-13 12:43:43+00:00
1445,40667,0,0,0,0,0,0,N/A,2025-09-13 12:49:02+00:00,2025-09-13 12:43:43+00:00
1446,40668,2,0,2,0,2,0,Mixed,2025-09-15 08:52:12+00:00,2025-09-13 12:43:43+00:00
1447,40669,1,0,1,0,1,0,Mixed,2025-09-15 08:52:12+00:00,2025-09-13 12:43:43+00:00
1448,40670,1,0,1,0,1,0,Mixed,2025-09-15 08:52:12+00:00,2025-09-13 12:43:43+00:00
1449,40671,1,0,1,0,1,0,Mixed,2025-09-15 08:52:12+00:00,2025-09-13 12:43:43+00:00
1450,40672,1,0,1,0,1,0,Mixed,2025-09-15 08:52:12+00:00,2025-09-13 12:43:43+00:00
1451,40673,1,1,0,1,0,0,Favorable,2025-09-13 12:49:03+00:00,2025-09-13 12:43:43+00:00
1452,40674,3,0,3,0,3,0,Mixed,2025-09-15 08:52:13+00:00,2025-09-13 12:43:43+00:00
1453,40675,4,0,4,0,4,0,Mixed,2025-09-15 08:52:13+00:00,2025-09-13 12:43:43+00:00
1454,40676,5,0,5,0,5,0,Mixed,2025-09-15 08:52:13+00:00,2025-09-13 12:43:43+00:00
1455,40677,0,0,0,0,0,0,N/A,2025-09-13 12:49:03+00:00,2025-09-13 12:43:43+00:00
1456,40678,1,0,1,0,0,0,N/A,2025-09-13 12:49:04+00:00,2025-09-13 12:43:43+00:00
1457,40679,1,0,1,0,1,0,Mixed,2025-09-15 08:52:13+00:00,2025-09-13 12:43:43+00:00
1458,40680,1,0,1,0,1,0,Mixed,2025-09-15 08:52:13+00:00,2025-09-13 12:43:43+00:00
1459,40681,1,0,1,0,1,0,Mixed,2025-09-15 08:52:14+00:00,2025-09-13 12:43:43+00:00
1460,40682,1,0,1,0,1,0,Mixed,2025-09-15 08:52:14+00:00,2025-09-13 12:43:43+00:00
1461,40683,3,0,3,0,0,0,N/A,2025-09-13 12:49:04+00:00,2025-09-13 12:43:43+00:00
1462,40684,1,0,1,0,1,0,Mixed,2025-09-15 08:52:14+00:00,2025-09-13 12:43:43+00:00
1463,40685,4,1,3,1,0,0,Favorable,2025-09-13 12:49:05+00:00,2025-09-13 12:43:43+00:00
1464,40686,1,0,1,0,1,0,Mixed,2025-09-15 08:52:14+00:00,2025-09-13 12:43:43+00:00
1465,40687,1,0,1,0,0,0,N/A,2025-09-13 12:49:05+00:00,2025-09-13 12:43:43+00:00
1466,40688,1,0,1,0,1,0,Mixed,2025-09-15 08:52:15+00:00,2025-09-13 12:43:43+00:00
1467,40689,11,3,8,0,1,2,Mixed,2025-09-13 12:49:05+00:00,2025-09-13 12:43:43+00:00
1468,40690,1,0,1,0,1,0,Mixed,2025-09-15 08:52:15+00:00,2025-09-13 12:43:43+00:00
1469,40691,1,1,0,1,0,0,Mixed,2025-09-15 08:52:15+00:00,2025-09-13 12:43:43+00:00
1470,40692,1,0,1,0,1,0,Mixed,2025-09-15 08:52:15+00:00,2025-09-13 12:43:43+00:00
1471,40693,1,1,0,0,1,0,Unfavorable,2025-09-13 12:49:06+00:00,2025-09-13 12:43:43+00:00
